CNPJ;Nome;UF do sancionado;Motivo do impedimento;Órgão;Nº do Convênio
04.625.495/0001-03;ASSOCIACAO COMUNITARIA CULTURAL CLUBE DE MAES DE CAMUTANGA;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;574507
03.944.556/0001-24;ASSOCIACAO COMUNITARIA DA FAZENDA BOI BRANCO;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;494105
04.856.499/0001-94;ASSOCIACAO COMUNITARIA DAS COMUNIDADES CACHOEIRA, AGUA DA ABELHA, OITICICA E PALMEIRA DO MUNICIPIO DE BRASILEIRA-PI;PI;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;548797
04.702.342/0001-04;ASSOCIACAO COMUNITARIA DE BAIRROS DE SAO JOAQUIM DO MONTE;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;567253
09.079.443/0001-94;ASSOCIACAO COMUNITARIA DE DESENVOLVIMENTO DO TRAIRI;RN;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;371161
09.079.443/0001-94;ASSOCIACAO COMUNITARIA DE DESENVOLVIMENTO DO TRAIRI;RN;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;318139
09.079.443/0001-94;ASSOCIACAO COMUNITARIA DE DESENVOLVIMENTO DO TRAIRI;RN;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;419144
09.079.443/0001-94;ASSOCIACAO COMUNITARIA DE DESENVOLVIMENTO DO TRAIRI;RN;DESCUMPRIMENTO DE PRECEITOS DA LEI NR.8666/93;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;406607
02.626.389/0001-00;ASSOCIACAO COMUNITARIA DOS PESCADORES ARTEZANAIS DE TUCUMATEUA;PA;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério do Meio Ambiente - Unidades com vínculo direto;501932
04.500.593/0001-06;ASSOCIACAO COMUNITARIA ECOLOGICA DO VALE DO GUAPORE;RO;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;577991
05.391.778/0001-92;ASSOCIACAO COMUNITARIA JOSE MARTI;RS;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;594797
07.884.355/0001-30;ASSOCIACAO COMUNITARIA PARA O DESENVOLVIMENTO SOCIAL DE SEBASTIAO BARROS-PIAUI;PI;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;579980
08.100.754/0001-25;ASSOCIACAO COMUNITARIA RURAL DO ALTO NOVO - ACRAN;PI;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Educação - Unidades com vínculo direto;620634
00.533.086/0001-18;ASSOCIACAO COMUNITARIA RURAL QUILOMBOLA;PI;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;577602
04.978.642/0001-10;ASSOCIACAO COMUNITARIA VOVO GERALDO;RS;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;574822
12.888.269/0001-35;ASSOCIACAO COMUNITARIO DO BAIRRO LOTEAMENTO CANAVIAL;PE;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;317922
05.204.826/0001-96;ASSOCIACAO CONSTITUINTE E USUARIO DO CANAL COMUNITARIO DO GRANDE RECIFE - CANAL CAPIBARIBE;PE;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;524937
02.399.093/0001-02;ASSOCIACAO CULTURAL AMBIENTAL CAMETAOARA ACAC;PA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Economia - Unidades com vínculo direto;365784
03.314.751/0001-70;ASSOCIACAO CULTURAL CASA DAS ARTES GRAMADO - ACCAG;RS;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério do Turismo - Unidades com vínculo direto;634949
00.544.763/0001-01;ASSOCIACAO CULTURAL DE MULHERES NEGRAS-ACMUA;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;804898
05.315.570/0001-94;ASSOCIACAO CULTURAL DEPOSITO DO TEATRO;RS;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Cidadania - Unidades com vínculo direto;558107
92.519.818/0001-33;ASSOCIACAO CULTURAL RECULUTA;RS;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;567604
05.321.880/0001-11;ASSOCIACAO DA COLONIA DOS PESCADORES DE JACUNDA;PA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério do Meio Ambiente - Unidades com vínculo direto;425305
04.685.761/0001-85;ASSOCIACAO DA MUSICA DE SANTA MARIA;RS;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;598798
04.685.761/0001-85;ASSOCIACAO DA MUSICA DE SANTA MARIA;RS;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;621603
06.055.864/0001-97;ASSOCIACAO DAS ARTESAS RIBEIRINHAS DE SANTAREM;PA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Cidadania - Unidades com vínculo direto;524208
04.472.848/0001-74;ASSOCIACAO DAS COMISSOES ORGANIZADORAS DE FESTIVAIS DE MUSICA DO RS;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;748417
04.472.848/0001-74;ASSOCIACAO DAS COMISSOES ORGANIZADORAS DE FESTIVAIS DE MUSICA DO RS;RS;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;748946
04.472.848/0001-74;ASSOCIACAO DAS COMISSOES ORGANIZADORAS DE FESTIVAIS DE MUSICA DO RS;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;735614
04.472.848/0001-74;ASSOCIACAO DAS COMISSOES ORGANIZADORAS DE FESTIVAIS DE MUSICA DO RS;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;750087
04.472.848/0001-74;ASSOCIACAO DAS COMISSOES ORGANIZADORAS DE FESTIVAIS DE MUSICA DO RS;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;749205
03.486.071/0001-34;ASSOCIACAO DAS COMUNIDADES REMANESCENTES DE QUILOMBOS DE GURUPA;PA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;576636
34.890.640/0001-36;ASSOCIACAO DAS INDUSTRIAS MADEIREIRAS DE ALTAMIRA - AIMAT;PA;APRESENTOU P.C. PARCIAL OU GLOBAL;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;514089
03.639.106/0001-28;ASSOCIACAO DAS MULHERES DE NEGOCIOS E PROFISSIONAIS DE ANANINDEUA;PA;MOTIVO NÃO ESPECIFICADO;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;730053
05.232.844/0001-81;ASSOCIACAO DAS MULHERES DO PESQUEIRO - ASMUPESQ;PA;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;700503
05.232.844/0001-81;ASSOCIACAO DAS MULHERES DO PESQUEIRO - ASMUPESQ;PA;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;734098
05.874.549/0001-29;ASSOCIACAO DAS MULHERES ORGANIZADAS DE TERESINA - PI;PI;MOTIVO NÃO ESPECIFICADO;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;711372
94.725.306/0001-59;ASSOCIACAO DE AMIGOS DA OKTOBERFEST DE IGREJINHA;RS;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;704835
94.725.306/0001-59;ASSOCIACAO DE AMIGOS DA OKTOBERFEST DE IGREJINHA;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;742135
08.571.687/0001-27;ASSOCIACAO DE AMIGOS DO INSTITUTO ESTADUAL DE ARTES CENICAS;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;748878
03.842.727/0001-04;ASSOCIACAO DE APOIO A PRODUCAO E AO PEQUENO EMPREENDIMENTO- PRODUTEC;RN;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério do Meio Ambiente - Unidades com vínculo direto;432855
04.394.912/0001-46;ASSOCIACAO DE ARTES E CULTURA ARTERIAL DE JI-PARANA RONDONIA - AACA/RO;RO;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Cidadania - Unidades com vínculo direto;622922
07.726.489/0001-22;ASSOCIACAO DE CATADORES DE MATERIAIS RECICLAVEIS DE IJUI;RS;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;750817
05.970.767/0001-67;ASSOCIACAO DE CULTURA E TURISMO DE GRAMADO;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;705090
05.970.767/0001-67;ASSOCIACAO DE CULTURA E TURISMO DE GRAMADO;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;700076
05.970.767/0001-67;ASSOCIACAO DE CULTURA E TURISMO DE GRAMADO;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;748332
05.970.767/0001-67;ASSOCIACAO DE CULTURA E TURISMO DE GRAMADO;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;731961
05.970.767/0001-67;ASSOCIACAO DE CULTURA E TURISMO DE GRAMADO;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;732028
05.970.767/0001-67;ASSOCIACAO DE CULTURA E TURISMO DE GRAMADO;RS;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério do Turismo - Unidades com vínculo direto;622687
05.970.767/0001-67;ASSOCIACAO DE CULTURA E TURISMO DE GRAMADO;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;704348
05.970.767/0001-67;ASSOCIACAO DE CULTURA E TURISMO DE GRAMADO;RS;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Turismo - Unidades com vínculo direto;625723
05.970.767/0001-67;ASSOCIACAO DE CULTURA E TURISMO DE GRAMADO;RS;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;704730
07.681.760/0001-50;ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DE S MENDES;PI;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;540706
07.681.760/0001-50;ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DE S MENDES;PI;IRREGULARIDADE NA EXECUCAO FISICA DO OBJETO;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;540697
01.890.362/0001-68;ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE GATO;PI;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;579555
02.062.795/0001-98;ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DOS TRABALHADORES RURAIS SEM TERRA DA COMUNIDADE EUGENIO;PI;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;577203
04.378.557/0001-11;ASSOCIACAO DE DESENVOLVIMENTO DOS PEQUENOS PRODUTORES RURAIS DE AMEIXAS;PE;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;467650
07.429.355/0001-40;ASSOCIACAO DE DESENVOLVIMENTO ECONOMICO,SOCIAL E CULTURAL - ADESC BRASIL;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Economia - Unidades com vínculo direto;752299
05.787.822/0001-88;ASSOCIACAO DE DESENVOLVIMENTO SOLIDARIO E SUSTENTAVEL DE MARITUBA;PA;MOTIVO NÃO ESPECIFICADO;Ministério da Cidadania - Unidades com vínculo direto;723802
05.787.822/0001-88;ASSOCIACAO DE DESENVOLVIMENTO SOLIDARIO E SUSTENTAVEL DE MARITUBA;PA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;622913
02.590.977/0001-31;ASSOCIACAO DE ENTIDADES EMPRESARIAIS DE SANTA CRUZ DO SUL;RS;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;705013
92.459.254/0001-90;ASSOCIACAO DE HOTEIS, RESTAURANTES, AGENCIA DE VIAGENS E TURISMO (AHTURR);RS;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;704064
08.070.120/0001-77;ASSOCIACAO DE MANUTENCAO A MAT E PROT A INFANCIA CAICO;RN;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;-1
02.743.312/0001-10;ASSOCIACAO DE MORADORES DO PARAISO VERDE - ASMOPAV;PA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;568197
01.587.330/0001-98;ASSOCIACAO DE MORADORES UNIDOS DA TROPICALIA;PA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;513495
11.926.300/0001-12;ASSOCIACAO DE P E ASSISTENCIA A M E A I DE VERTENTES;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;407971
11.926.300/0001-12;ASSOCIACAO DE P E ASSISTENCIA A M E A I DE VERTENTES;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;433870
11.926.300/0001-12;ASSOCIACAO DE P E ASSISTENCIA A M E A I DE VERTENTES;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;547471
11.926.300/0001-12;ASSOCIACAO DE P E ASSISTENCIA A M E A I DE VERTENTES;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;510429
11.926.300/0001-12;ASSOCIACAO DE P E ASSISTENCIA A M E A I DE VERTENTES;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;496569
24.517.468/0001-16;ASSOCIACAO DE P REPENTISTAS DO ALTO OESTE RIOGRANDENSE;RN;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;703528
91.688.390/0001-90;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;RS;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;463221
35.443.738/0001-08;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;PE;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Educação - Unidades com vínculo direto;398414
35.443.738/0001-08;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;PE;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Educação - Unidades com vínculo direto;363729
22.941.553/0001-81;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;PA;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Educação - Unidades com vínculo direto;508274
89.072.805/0001-54;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;RS;APRESENTOU DOCUMENTACAO COMPLEMENTAR;Ministério da Educação - Unidades com vínculo direto;405847
94.449.725/0001-05;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;RS;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Educação - Unidades com vínculo direto;509602
35.443.738/0001-08;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;PE;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;487468
08.287.336/0001-99;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;RN;MOTIVO NÃO ESPECIFICADO;Ministério da Saúde - Unidades com vínculo direto;757026
01.926.227/0001-25;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE MANOEL EMIDIO-PI;PI;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Educação - Unidades com vínculo direto;466016
05.388.354/0001-79;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PORTO VELHO / APAE;RO;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério da Educação - Unidades com vínculo direto;537799
05.056.220/0001-50;ASSOCIACAO DE PEQ. PRODUTORES RURAIS DOS POV. GAMELEIRA DOS GALDINOS, ESTRIVARIA, CARNAIBAS, CURRALINHO E TANQUE;PI;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;567286
02.049.766/0001-96;ASSOCIACAO DE PEQUENOS PRODUTORES AGROPECUARIOS DE GERIMUM;PI;ATRASO NA ENTREGA DA PRESTACAO DE CONTAS;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;624274
02.049.766/0001-96;ASSOCIACAO DE PEQUENOS PRODUTORES AGROPECUARIOS DE GERIMUM;PI;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;594393
02.049.766/0001-96;ASSOCIACAO DE PEQUENOS PRODUTORES AGROPECUARIOS DE GERIMUM;PI;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;577784
03.835.427/0001-06;ASSOCIACAO DE PRODUCAO E COMERCIALIZACAO DOS TRABALHADORES R;PA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério do Meio Ambiente - Unidades com vínculo direto;481146
03.835.427/0001-06;ASSOCIACAO DE PRODUCAO E COMERCIALIZACAO DOS TRABALHADORES R;PA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;480971
03.835.427/0001-06;ASSOCIACAO DE PRODUCAO E COMERCIALIZACAO DOS TRABALHADORES R;PA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;512579
03.835.427/0001-06;ASSOCIACAO DE PRODUCAO E COMERCIALIZACAO DOS TRABALHADORES R;PA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;493809
03.835.427/0001-06;ASSOCIACAO DE PRODUCAO E COMERCIALIZACAO DOS TRABALHADORES R;PA;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;510522
03.835.427/0001-06;ASSOCIACAO DE PRODUCAO E COMERCIALIZACAO DOS TRABALHADORES R;PA;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;505773
34.921.866/0001-57;ASSOCIACAO DE PRODUTORES RURAIS DE SAMAUMA E MALACACHET;PA;DESCUMPRIMENTO DE CLAUSULA/CONDICAO DO INSTR.;Ministério da Economia - Unidades com vínculo direto;-1
05.782.543/0001-21;ASSOCIACAO DE PROTECAO E ASSISTENCIA AOS CONDENADOS DE JI-PARANA / APAC - JP;RO;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Educação - Unidades com vínculo direto;532473
08.250.286/0001-75;ASSOCIACAO DE SEPARADORES DE MATERIAL RECICLAVEL RAINHA DA FRONTEIRA;RS;MOTIVO NÃO ESPECIFICADO;Ministério da Saúde - Unidades com vínculo direto;750786
04.393.278/0001-27;ASSOCIACAO DE SERINGUEIROS DE GUAJARA MIRIM RO;RO;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Meio Ambiente - Unidades com vínculo direto;125436
86.887.940/0001-60;ASSOCIACAO DE TEATRO DE CANELA;RS;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;570527
05.506.355/0001-70;ASSOCIACAO DE TRANSGENEROS DE TRAMANDAI;RS;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;638545
06.002.850/0001-05;ASSOCIACAO DO ASSENTAMENTO SENHORA SANTANA - AASSESAN - PARNAMIRIM-PE;PE;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;509102
05.426.873/0001-84;ASSOCIACAO DO COMERCIO DA INDUSTRIA E AGROINDUSTRIAL DE GARANHUNS E AGRESTE MERIDIONAL;PE;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;633651
05.426.873/0001-84;ASSOCIACAO DO COMERCIO DA INDUSTRIA E AGROINDUSTRIAL DE GARANHUNS E AGRESTE MERIDIONAL;PE;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;629878
05.426.873/0001-84;ASSOCIACAO DO COMERCIO DA INDUSTRIA E AGROINDUSTRIAL DE GARANHUNS E AGRESTE MERIDIONAL;PE;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;629083
05.426.873/0001-84;ASSOCIACAO DO COMERCIO DA INDUSTRIA E AGROINDUSTRIAL DE GARANHUNS E AGRESTE MERIDIONAL;PE;IRREGULARIDADE NA EXECUCAO FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;563256
05.426.873/0001-84;ASSOCIACAO DO COMERCIO DA INDUSTRIA E AGROINDUSTRIAL DE GARANHUNS E AGRESTE MERIDIONAL;PE;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;703050
05.426.873/0001-84;ASSOCIACAO DO COMERCIO DA INDUSTRIA E AGROINDUSTRIAL DE GARANHUNS E AGRESTE MERIDIONAL;PE;MOTIVO NÃO ESPECIFICADO;Ministério do Turismo - Unidades com vínculo direto;703514
05.426.873/0001-84;ASSOCIACAO DO COMERCIO DA INDUSTRIA E AGROINDUSTRIAL DE GARANHUNS E AGRESTE MERIDIONAL;PE;IRREGULARIDADE NA EXECUCAO FIS. E FINANCEIRA;Ministério do Turismo - Unidades com vínculo direto;629051
01.929.573/0001-67;ASSOCIACAO DO DISTRITO DE IRRIGACAO BAIXO ACU;RN;NAO APRESENTACAO DE DOCUMENTACAO COMPLEMENTAR;Ministério do Desenvolvimento Regional - Unidades com vínculo direto;527428
01.774.781/0001-34;ASSOCIACAO DO GRUPO INDIGENA TEMBE DO ALTO RIO GUAMA;PA;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Saúde - Unidades com vínculo direto;518461
07.772.793/0001-06;ASSOCIACAO DO PARQUE DE VAQUEJADA HIPOLITO RIBEIRO SOARES;PI;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério do Turismo - Unidades com vínculo direto;592819
06.194.028/0001-93;ASSOCIACAO DO TRABALHO E ECONOMIA SOLIDARIA - ATES;RS;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Cidadania - Unidades com vínculo direto;579348
01.718.417/0001-57;ASSOCIACAO DOS AGRICULTORES DA LINHA 09 S;RO;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;332327
04.411.965/0001-28;ASSOCIACAO DOS AGRICULTORES FAMILIARES DO ASSENTAMENTO MANDACARU;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;424665
05.687.070/0001-83;ASSOCIACAO DOS AGRICULTORES FAMILIARES DO ASSENTAMENTO SAO PAULO - AAFASP;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;517606
03.488.030/0001-87;ASSOCIACAO DOS AGRICULTORES UNIAO PROGRESSISTA;RS;ATRASO NA DEVOLUCAO DE RECURSOS;Ministério do Meio Ambiente - Unidades com vínculo direto;515240
03.488.030/0001-87;ASSOCIACAO DOS AGRICULTORES UNIAO PROGRESSISTA;RS;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;620767
03.488.030/0001-87;ASSOCIACAO DOS AGRICULTORES UNIAO PROGRESSISTA;RS;NAO EXECUTOU TOTALMENTE O OBJETO PACTUADO;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;573019
01.276.315/0001-29;ASSOCIACAO DOS ARTISTAS DO CARPINA;PE;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;415606
01.276.315/0001-29;ASSOCIACAO DOS ARTISTAS DO CARPINA;PE;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Cidadania - Unidades com vínculo direto;415105
05.112.001/0001-41;ASSOCIACAO DOS ASSENTADOS DA FAZENDA POLDRINHO;PE;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;487038
00.692.917/0001-02;ASSOCIACAO DOS CRIADORES DE CAPRINOS E OVINOS DO SITIO PILOES;PE;UTILIZOU OS RECURSOS EM DESACORDO C/PROG TRAB;Ministério da Agricultura, Pecuária e Abastecimento - Unidades com vínculo direto;467506
22.859.177/0001-80;ASSOCIACAO DOS DEFICIENTES FISICOS DA AMAZONIA LEGAL;RO;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;524332
22.859.177/0001-80;ASSOCIACAO DOS DEFICIENTES FISICOS DA AMAZONIA LEGAL;RO;INSTAURACAO DE TOMADA DE CONTAS ESPECIAL;Ministério da Saúde - Unidades com vínculo direto;524331
06.696.286/0001-78;ASSOCIACAO DOS E DAS PROFISSIONAIS DO SEXO E CONGENERES DO ESTADO DO RN;RN;NAO APRESENTACAO DA PRESTACAO DE CONTAS;Ministério da Mulher, Família e Direitos Humanos - Unidades com vínculo direto;636758
